393814,"Oslo","location",59.91273,10.74609
420034,"Osloß","location",52.46925,10.68011
16766110,"Oslonino","location",54.66837,18.45737
390772,"Oslomej","location",41.57722,21.0
16812968,"Oslov","location",49.39926,14.21196
396893,"Oslob","location",9.524722,123.429722
315844,"Oslo Gardermoen","airport",60.19916,11.09927
314876,"Oslo Sandefjord","airport",59.1861572265625,10.253893852233887
